kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7049771,K08132.01,,FALSE POSITIVE,FALSE POSITIVE,2200,1,0,0,0,381858520000,140000,-140000,4588130000,18800,-18800,240,4450,-240,1612100,83600,-83600,3630000,26800,-26800,8.30,1110,-560,453.0,,,9.93,04.02,-1.95,16.00,1,q1_q17_dr25_tce,4959.00,111.00,,3155,30,-30,4.4860,6010,-3000,296187870,42576660,12883
7053328,K08133.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,455770764350,,,3387923743,,,8020,,,511490,,,3410000,,,5.34,960,-1780,419.0,,,7.28,04.02,-4.48,11.60,1,q1_q17_dr25_tce,6785.00,190.00,-238.00,3788,285,-95,2.6230,4710,-8750,297006900,42597229,12389
7106437,K08134.01,,FALSE POSITIVE,FALSE POSITIVE,150,1,0,0,0,212760495000,42300,-42300,2544527000,12300,-12300,360,4270,-360,370300,43600,-43600,1960000,25400,-25400,2.80,640,-630,485.0,,,13.13,8.95,-6.32,9.20,1,q1_q17_dr25_tce,7021.00,197.00,-246.00,4031,171,-140,1.9760,4480,-4480,288082370,42636909,12946
7117050,K08135.01,,FALSE POSITIVE,FALSE POSITIVE,1140,1,0,0,0,73836858000,29000,-29000,1740088000,21700,-21700,8000,740,-5420,1972200,83800,-83800,2310000,20700,-20700,25.09,1170,-6640,1143.0,,,403.37,60.07,-212.02,13.10,3,q1_q17_dr25_tce,4769.00,57.00,-154.00,2583,33,-27,147060,6870,-38900,291557190,42694649,10996
7185710,K08136.01,,FALSE POSITIVE,FALSE POSITIVE,2810,1,0,0,0,160243128000,25000,-25000,1624736000,12100,-12100,2580,2020,-2580,539300,35300,-35300,5560000,60900,-60900,15.72,730,-4120,686.0,,,52.50,8.41,-27.63,10.20,1,q1_q17_dr25_tce,5128.00,75.00,-175.00,3091,33,-27,6.7750,3140,-17770,286721190,42778511,14859
7282872,K08137.01,,FALSE POSITIVE,FALSE POSITIVE,50,1,0,0,0,402415110000,115000,-115000,5123896000,17200,-17200,2810,1720,-2810,515600,36800,-36800,7810000,76900,-76900,2.52,780,-200,253.0,,,0.96,0.88,-0.23,9.50,1,q1_q17_dr25_tce,6251.00,169.00,-187.00,4530,39,-221,8890,2770,-690,292049560,42870251,12987
7340624,K08138.01,,FALSE POSITIVE,FALSE POSITIVE,300,1,0,0,0,369281770000,251000,-251000,2334368000,40300,-40300,1.2970,6.7450,-1390,2696000,280000,-280000,10200000,97100,-97100,34.25,10700,-3570,250.0,,,0.93,0.84,-0.28,13.00,1,q1_q17_dr25_tce,5900.00,158.00,-193.00,4509,39,-221,9510,2970,-990,283321380,42939289,15478
12647110,K08240.01,,FALSE POSITIVE,FALSE POSITIVE,2080,1,0,0,0,462463589000,69500,-69500,5831072300,7450,-7450,3860,670,-3860,500700,32400,-32400,10200000,87700,-87700,8.92,5190,-6330,355.0,,,3.78,6.63,-3.49,13.20,1,q1_q17_dr25_tce,5059.00,126.00,-113.00,3466,1057,-352,2.7990,1.6260,-19880,290484710,51728550,13993
12647757,K08241.01,,CANDIDATE,CANDIDATE,2510,0,0,0,0,490639410000,223000,-223000,5615837000,31200,-31200,150,4420,-150,1650000,120000,-120000,2690000,33000,-33000,7.67,570,-1330,412.0,,,6.84,1.61,-2.66,9.60,1,q1_q17_dr25_tce,5037.00,87.00,-137.00,3252,30,-30,4.8170,3590,-8370,290862760,51701908,13227
3629119,K08242.01,,CANDIDATE,CANDIDATE,1750,0,0,0,0,331554590000,138000,-138000,2372754000,36100,-36100,10,4530,-10,535000,130000,-130000,2890000,48200,-48200,1.36,320,-110,240.0,,,0.78,0.56,-0.19,6.70,1,q1_q17_dr25_tce,5762.00,155.00,-155.00,4576,40,-160,8010,1930,-640,286043950,38708801,14066
3662635,K08243.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,939375593,"2,49","-2,49",1320168590,220,-220,9870,570,-500,284240,1380,-1380,1010000000,386000,-386000,52.18,15600,-11700,1936.0,,,3333.58,2990.01,-1555.12,317.30,1,q1_q17_dr25_tce,5826.00,174.00,-174.00,4345,205,-205,9780,2920,-2190,295569340,38726059,14904
3734501,K08244.01,,FALSE POSITIVE,FALSE POSITIVE,2620,1,0,0,0,31191146800,7670,-7670,1425078000,14700,-14700,190,4540,-190,700300,47900,-47900,2280000,23500,-23500,9.36,650,-1530,1131.0,,,386.78,91.74,-140.50,11.40,1,q1_q17_dr25_tce,4785.00,94.00,-113.00,3009,30,-30,6.4430,4500,-10500,287558900,38880810,13729
4169315,K08245.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,30958722400,3940,-3940,2633166000,11000,-11000,7650,1940,-5580,441100,36200,-36200,3420000,32100,-32100,2.34,720,-310,686.0,,,52.49,46.78,-18.26,13.10,1,q1_q17_dr25_tce,6525.00,158.00,-226.00,4381,67,-202,1.1610,3610,-1550,294336980,39294960,14750
4446859,K08246.01,,CANDIDATE,CANDIDATE,2280,0,0,0,0,425649710000,202000,-202000,2843479000,35700,-35700,3030,1500,-3030,1107000,130000,-130000,1710000,27800,-27800,1.58,450,-370,281.0,,,1.48,1.27,-0.71,7.60,1,q1_q17_dr25_tce,6067.00,182.00,-182.00,4253,220,-180,1.1950,3420,-2790,285608220,39579300,13855
9084569,K07923.01,,CANDIDATE,CANDIDATE,7500,0,0,0,0,395131380000,202000,-202000,1627395000,33100,-33100,4500,450,-4290,2129100,91600,-91600,1260000,9800,-9800,0.97,120,-100,208.0,,,0.44,0.20,-0.13,14.40,2,q1_q17_dr25_tce,5060.00,192.00,-174.00,4493,80,-88,8690,1000,-910,290199920,45419998,12642
9087580,K07924.01,,CANDIDATE,CANDIDATE,9810,0,0,0,0,770658979,"52,9","-52,9",1318320600,5840,-5840,4440,270,-4440,140100,19400,-19400,835000,10600,-10600,0.68,80,-50,1548.0,,,1348.87,542.13,-321.74,11.70,1,q1_q17_dr25_tce,5058.00,151.00,-136.00,4610,30,-75,7390,860,-580,291372220,45468102,15132
9099607,K07925.01,,CANDIDATE,CANDIDATE,9530,0,0,0,0,4631891400,1150,-1150,1337073000,22200,-22200,3950,760,-3950,388000,58800,-58800,509000,6700,-6700,0.64,190,-60,1060.0,,,297.79,248.69,-82.68,9.20,1,q1_q17_dr25_tce,5926.00,142.00,-177.00,4532,36,-204,8870,2590,-860,295501280,45433979,14272
10844823,K08033.01,,CANDIDATE,CANDIDATE,3230,0,0,0,0,362131870000,130000,-130000,3695410000,23500,-23500,3970,690,-3970,559000,120000,-120000,8490000,134000,-134000,2.23,280,-210,208.0,,,0.45,0.19,-0.12,8.20,1,q1_q17_dr25_tce,5176.00,153.00,-153.00,4567,48,-72,7660,970,-710,283297060,48266628,15313
10862284,K08034.01,,FALSE POSITIVE,FALSE POSITIVE,70,0,0,1,0,9144786100,1380,-1380,1392816000,14000,-14000,7420,1960,-5280,542200,30700,-30700,2690000,22300,-22300,1.63,530,-130,843.0,,,119.61,118.99,-32.14,14.90,1,q1_q17_dr25_tce,5849.00,184.00,-205.00,4517,39,-221,9190,3010,-750,292282780,48256672,15884
10862759,K08035.01,,CANDIDATE,CANDIDATE,8460,0,0,0,0,29485639200,5940,-5940,1518669000,16800,-16800,1030,3550,-1030,427000,36600,-36600,1050000,13400,-13400,1.46,510,-220,793.0,,,93.27,92.89,-35.46,9.30,1,q1_q17_dr25_tce,6870.00,168.00,-264.00,4266,87,-203,1.4070,4870,-2090,292483580,48275219,13783
10877024,K08036.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,786483923,"16,4","-16,4",1318426100,2130,-2130,1.1390,1280,-760,703500,18200,-18200,2330000,3100,-3100,21.66,6610,-4410,2408.0,,,7999.91,6974.52,-3562.00,104.20,1,q1_q17_dr25_tce,6315.00,151.00,-208.00,4258,153,-187,1.2820,3910,-2610,297566280,48288342,13504
10920281,K08037.01,,CANDIDATE,CANDIDATE,1.2000,0,0,0,0,3650345250,387,-387,1336357700,8270,-8270,2890,3070,-2890,152700,40800,-40800,2530000,82900,-82900,0.72,50,-70,578.0,,,26.47,6.12,-6.75,6.00,4,q1_q17_dr25_tce,3704.00,66.00,-81.00,4797,52,-32,4500,320,-440,291944150,48351791,15519
10920420,K08038.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,943888500,128,-128,1322865000,14000,-14000,6490,480,-4860,259200,33700,-33700,358000,5600,-5600,1.45,260,-510,3158.0,,,23572.82,12303.15,-15002.75,8.30,1,q1_q17_dr25_tce,6947.00,166.00,-238.00,3895,266,-114,2.2970,4060,-8120,292006740,48306309,12521
11032748,K08039.01,,CANDIDATE,CANDIDATE,7980,0,0,0,0,43943889100,8470,-8470,1441430000,15200,-15200,5230,4450,-3200,526000,48600,-48600,1550000,19400,-19400,1.12,330,-80,505.0,,,15.41,13.18,-3.80,9.70,1,q1_q17_dr25_tce,6008.00,162.00,-180.00,4537,38,-212,8750,2550,-680,293319090,48518608,14685
7622473,K08139.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,40244826000,20700,-20700,1613679000,64200,-64200,220,4360,-220,430300,25100,-25100,1930000,13600,-13600,115.94,32900,-15200,3302.0,,,28103.18,22353.58,-8180.80,16.80,1,q1_q17_dr25_tce,3674.00,80.00,-58.00,452,162,-95,898780,254740,-117570,296019740,43234390,12314
7662744,K08140.01,,FALSE POSITIVE,FALSE POSITIVE,40,1,0,0,0,135428746000,37100,-37100,1685064000,16800,-16800,4980,4650,-2900,739400,59300,-59300,3810000,62800,-62800,1.83,550,-180,343.0,,,3.29,2.88,-0.96,7.90,1,q1_q17_dr25_tce,5849.00,157.00,-192.00,4517,48,-204,9190,2750,-920,283111570,43346771,15445
7686191,K08141.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,380039030000,227000,-227000,3876494000,58000,-58000,5550,430,-4830,1850000,250000,-250000,7890000,91200,-91200,2.36,540,-180,219.0,,,0.55,0.38,-0.14,13.20,2,q1_q17_dr25_tce,5477.00,164.00,-164.00,4568,36,-153,8180,1880,-630,293038910,43384048,15198
7690521,K08142.01,,FALSE POSITIVE,FALSE POSITIVE,2470,1,0,0,0,380294204000,79000,-79000,3556712000,14200,-14200,5190,620,-4300,1235100,48100,-48100,7310000,56700,-56700,2.27,410,-300,229.0,,,0.65,0.39,-0.21,15.00,1,q1_q17_dr25_tce,5518.00,180.00,-163.00,4473,126,-140,8220,1490,-1090,294427190,43384640,14945
7747835,K08143.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,373746910000,204000,-204000,2599281000,35900,-35900,8340,1170,-5860,2837000,110000,-110000,6220000,43600,-43600,2.65,900,-280,260.0,,,01.08,01.09,-0.34,16.20,1,q1_q17_dr25_tce,6131.00,182.00,-219.00,4497,56,-224,9450,3210,-1000,290021240,43402161,15193
7762886,K08144.01,,FALSE POSITIVE,FALSE POSITIVE,710,1,0,0,0,315810650000,218000,-218000,1725430000,39400,-39400,940,3660,-940,2366000,150000,-150000,5420000,54600,-54600,1.82,110,-190,212.0,,,0.47,0.13,-0.13,11.60,2,q1_q17_dr25_tce,4875.00,145.00,-145.00,4514,78,-42,8100,500,-810,295038940,43477329,15374
7811537,K08145.01,,FALSE POSITIVE,FALSE POSITIVE,2020,1,0,0,0,16934162800,7640,-7640,1459902000,36200,-36200,6620,3120,-4330,394000,150000,-150000,2080000,49400,-49400,1.71,570,-180,798.0,,,95.78,95.34,-30.65,7.20,2,q1_q17_dr25_tce,6321.00,196.00,-239.00,4417,52,-208,1.1250,3700,-1230,287721980,43596432,15934
4566999,K08247.01,,FALSE POSITIVE,FALSE POSITIVE,1320,1,0,0,0,527686010000,165000,-165000,1766176000,16500,-16500,110,4670,-110,481700,95200,-95200,6020000,124000,-124000,2.00,470,-190,203.0,,,0.40,0.29,-0.11,6.80,1,q1_q17_dr25_tce,5657.00,152.00,-169.00,4567,40,-160,8240,1940,-780,293200590,39664879,15031
4569942,K08248.01,,FALSE POSITIVE,FALSE POSITIVE,1590,1,0,0,0,267911652000,60700,-60700,1602278000,18400,-18400,160,4490,-160,412400,55400,-55400,6950000,120000,-120000,2.38,610,-370,257.0,,,01.03,0.82,-0.39,7.70,1,q1_q17_dr25_tce,5291.00,185.00,-185.00,4423,136,-221,9260,2340,-1440,293941410,39642658,15204
4572728,K08249.01,,CANDIDATE,CANDIDATE,3630,0,0,0,0,309191789000,79400,-79400,3262209000,21500,-21500,1550,3070,-1550,1139200,71900,-71900,1230000,13400,-13400,1.96,400,-600,383.0,,,05.08,3.14,-2.89,10.50,1,q1_q17_dr25_tce,6299.00,174.00,-174.00,3990,253,-117,1.7540,3580,-5370,294637660,39655811,12746
4772095,K08250.01,,FALSE POSITIVE,FALSE POSITIVE,1100,1,0,0,0,99299502000,34500,-34500,1387153000,16900,-16900,5260,4620,-3080,363100,78800,-78800,4090000,82200,-82200,5.40,1220,-2280,682.0,,,51.20,34.86,-36.76,6.60,1,q1_q17_dr25_tce,6832.00,191.00,-287.00,3851,350,-150,2.5780,5850,-10860,297761380,39854195,13293
4847801,K08251.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,371477860000,172000,-172000,3419634000,30500,-30500,1280,3290,-1280,1230000,130000,-130000,2650000,38500,-38500,1.20,160,-110,203.0,,,0.40,0.21,-0.12,8.60,2,q1_q17_dr25_tce,5162.00,225.00,-204.00,4605,30,-90,7540,1050,-650,295069550,39953491,14603
5026023,K08252.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1996384230,611,-611,1315598000,38200,-38200,2230,2250,-2230,240000,150000,-150000,294000,3900,-3900,0.59,190,-70,1590.0,,,1505.17,1457.85,-469.33,6.20,1,q1_q17_dr25_tce,6249.00,174.00,-217.00,4428,56,-224,1.0760,3530,-1180,295602050,40175331,14099
5098334,K08253.01,,CANDIDATE,CANDIDATE,670,0,0,0,0,400114820000,499000,-499000,3162642000,34300,-34300,660,5310,-660,1237000,340000,-340000,1130000,75000,-75000,0.95,130,-40,226.0,,,0.62,0.22,-0.08,6.70,1,q1_q17_dr25_tce,5547.00,74.00,-83.00,4521,19,-110,9110,1200,-380,291529510,40252918,13521
9101271,K07926.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,29365720400,2230,-2230,1350728900,6260,-6260,9540,3950,-680,873030,2280,-2280,749000000,108000,-108000,51.33,15600,-10400,685.0,,,51.92,47.97,-23.69,808.90,1,q1_q17_dr25_tce,6167.00,194.00,-237.00,4299,149,-198,1.1950,3630,-2420,295996400,45461231,14053
9118340,K07927.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,1035329922,"6,67","-6,67",1323319000,597,-597,1.2430,2680,-930,380220,3680,-3680,9930000,7100,-7100,105.66,12800,-51100,3654.0,,,42120.85,16965.81,-33046.33,178.00,1,q1_q17_dr25_tce,7030.00,196.00,-364.00,3650,451,-80,3.5120,4250,-16990,300566250,45424450,13632
9142714,K07928.01,,CANDIDATE,CANDIDATE,1.2000,0,0,0,0,1126259750,,,1322963460,,,,,,362000,,,,,,,,,,,,,,,,4,q1_q17_dr25_tce,,,,,,,,,,286042760,45511211,15375
9159198,K07929.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,3044636910,790,-790,1324477000,21300,-21300,3220,1310,-3220,665600,60300,-60300,470000,5300,-5300,0.68,210,-70,1321.0,,,721.48,667.68,-219.85,10.40,1,q1_q17_dr25_tce,6181.00,175.00,-218.00,4474,54,-202,9800,3060,-1020,293655820,45511108,14886
9210820,K07930.01,,CANDIDATE,CANDIDATE,4690,0,0,0,0,377672410000,195000,-195000,2210980000,37400,-37400,1070,3410,-1070,1582000,140000,-140000,5150000,59300,-59300,1.37,110,-110,187.0,,,0.29,0.08,-0.07,10.20,1,q1_q17_dr25_tce,5031.00,135.00,-150.00,4644,60,-35,6150,480,-480,288439120,45687210,15180
9227215,K07931.01,,CANDIDATE,CANDIDATE,4870,0,0,0,0,242036700000,162000,-162000,1817460000,54600,-54600,5680,120,-4890,1101000,140000,-140000,3330000,45500,-45500,2.11,640,-350,323.0,,,2.57,2.40,-1.01,8.90,1,q1_q17_dr25_tce,6086.00,193.00,-214.00,4360,108,-201,1.1160,3400,-1830,295229370,45624889,15055
9278575,K07932.01,,CANDIDATE,CANDIDATE,2300,0,0,0,0,502256480000,420000,-420000,1625842000,76000,-76000,500,4030,-500,1484000,170000,-170000,1530000,24300,-24300,01.03,220,-150,215.0,,,0.51,0.33,-0.18,8.10,1,q1_q17_dr25_tce,5637.00,169.00,-152.00,4460,135,-165,8330,1800,-1200,290893950,45716640,13339
11098004,K08041.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,7508818000,21200,-21200,1386550000,106000,-106000,250,4490,-250,650000,290000,-290000,701000,25400,-25400,01.02,320,-170,1107.0,,,354.74,315.84,-137.33,7.40,2,q1_q17_dr25_tce,6293.00,150.00,-188.00,4291,132,-198,1.2130,3780,-2040,297744510,48693668,11878
11135119,K08042.01,,FALSE POSITIVE,FALSE POSITIVE,660,1,0,0,0,383937324000,36500,-36500,2992888400,6660,-6660,110,4360,-110,288400,22700,-22700,6280000,68300,-68300,7.90,2710,-5040,389.0,,,5.43,5.46,-4.80,10.80,1,q1_q17_dr25_tce,5216.00,141.00,-157.00,3530,878,-234,3.2070,1.1010,-20450,290575590,48785881,13588
11139682,K08043.01,,CANDIDATE,CANDIDATE,9780,0,0,0,0,10778155800,1860,-1860,1347939000,12900,-12900,90,4330,-90,300500,41300,-41300,1210000,19000,-19000,1.24,430,-140,942.0,,,186.22,189.44,-58.93,7.90,1,q1_q17_dr25_tce,6386.00,173.00,-211.00,4402,67,-216,1.1230,3890,-1300,292960300,48700500,15267
11145726,K08044.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,619618218,,,1317585541,,,3890,,,125170,,,503000,,,3.34,1010,-1650,3818.0,,,50197.86,45033.63,-38839.04,4.40,1,q1_q17_dr25_tce,5180.00,145.00,-163.00,3314,409,-220,4.7170,1.4310,-23250,295603910,48718151,13705
11152950,K08045.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,4173637930,476,-476,1342003600,9440,-9440,5970,3520,-3940,273800,32900,-32900,497000,6300,-6300,2.52,290,-950,2197.0,,,5511.80,2152.51,-3613.23,10.50,1,q1_q17_dr25_tce,6619.00,180.00,-200.00,3595,323,-57,3.4100,4010,-12820,298230530,48794109,12754
11182706,K08046.01,,CANDIDATE,CANDIDATE,5250,0,0,0,0,384377060000,128000,-128000,3092080000,17500,-17500,9010,300,-6290,1513900,53100,-53100,12000000,61900,-61900,50.93,3150,-8830,676.0,,,49.27,8.99,-18.31,22.60,1,q1_q17_dr25_tce,4859.00,58.00,-101.00,2481,33,-27,12.0230,7440,-20840,287592530,48886459,12656
11294822,K08047.01,,CANDIDATE,CANDIDATE,5130,0,0,0,0,302349710000,101000,-101000,4189534000,20000,-20000,4680,4970,-2530,497800,64100,-64100,6220000,94800,-94800,1.98,110,-130,208.0,,,0.44,0.12,-0.09,8.00,1,q1_q17_dr25_tce,4829.00,144.00,-129.00,4564,32,-48,7940,460,-510,290696200,49066078,15222
7811537,K08145.02,,FALSE POSITIVE,FALSE POSITIVE,3120,1,0,0,0,244583230000,135000,-135000,1593552000,41200,-41200,4830,830,-4000,1282200,75200,-75200,4080000,67700,-67700,2.33,770,-250,328.0,,,2.72,2.71,-0.87,7.10,1,q1_q17_dr25_tce,6321.00,196.00,-239.00,4417,52,-208,1.1250,3700,-1230,287721980,43596432,15934
7874976,K08146.01,,FALSE POSITIVE,FALSE POSITIVE,1360,1,0,0,0,185830130000,541000,-541000,2950020000,150000,-150000,370,4200,-370,1014000,520000,-520000,726000,11300,-11300,01.01,220,-170,370.0,,,4.42,2.78,-1.74,8.10,1,q1_q17_dr25_tce,6137.00,165.00,-184.00,4286,160,-131,1.1870,2500,-2050,284699190,43681171,12218
7888957,K08147.01,,FALSE POSITIVE,FALSE POSITIVE,10,1,0,0,0,363346158000,91000,-91000,1759438000,16100,-16100,2900,2040,-2900,491100,93100,-93100,8960000,148000,-148000,22.36,1070,-6020,537.0,,,19.65,3.18,-10.60,10.70,1,q1_q17_dr25_tce,4994.00,72.00,-182.00,3002,33,-30,7.6190,3620,-20510,291109470,43635181,13971
7900114,K08148.01,,FALSE POSITIVE,FALSE POSITIVE,970,1,0,0,0,303912250000,178000,-178000,2771238000,55800,-55800,5040,40,-4640,1537000,130000,-130000,4800000,42700,-42700,1.97,420,-180,242.0,,,0.81,0.52,-0.22,12.40,1,q1_q17_dr25_tce,5412.00,164.00,-164.00,4513,50,-150,8870,1870,-800,294857760,43677929,15264
7936194,K08149.01,,FALSE POSITIVE,FALSE POSITIVE,2230,1,0,0,0,536521970000,120000,-120000,3796146000,11300,-11300,1400,3250,-1400,445800,59300,-59300,2940000,37800,-37800,3.00,770,-1540,273.0,,,1.31,01.04,-1.03,9.70,1,q1_q17_dr25_tce,5335.00,176.00,-128.00,3973,480,-160,1.7940,4610,-9220,280338680,43706039,12101
7959310,K08150.01,,FALSE POSITIVE,FALSE POSITIVE,220,1,0,0,0,350514000000,181000,-181000,2108168000,49200,-49200,2590,1870,-2590,1953000,150000,-150000,2140000,22000,-22000,2.22,620,-690,346.0,,,3.37,2.79,-1.95,12.00,1,q1_q17_dr25_tce,6382.00,175.00,-194.00,4115,280,-151,1.5000,4210,-4630,291545680,43789879,13954
8012732,K08151.01,,FALSE POSITIVE,FALSE POSITIVE,1030,1,0,0,0,431517340000,10900,-10900,3916973200,1400,-1400,7180,190,-180,1642000,11900,-11900,53300000,30400,-30400,10.28,3350,-1800,287.0,,,1.60,1.55,-0.67,206.20,1,q1_q17_dr25_tce,6221.00,177.00,-243.00,4294,112,-208,1.3120,4280,-2300,284729490,43864216,13922
5391407,K08254.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,638697833,,,1317556646,,,1.7570,,,516090,,,1410000000,,,162.15,57300,-19100,2464.0,,,8720.57,9108.70,-2914.91,206.30,1,q1_q17_dr25_tce,6424.00,179.00,-246.00,4388,70,-224,1.1800,4170,-1390,298810520,40540199,14068
5468555,K08255.01,,FALSE POSITIVE,FALSE POSITIVE,1060,1,0,0,0,539214259000,98800,-98800,4395039000,13300,-13300,10,4380,-10,346400,40700,-40700,3010000,47100,-47100,02.04,680,-280,265.0,,,1.17,01.09,-0.42,7.80,1,q1_q17_dr25_tce,6469.00,155.00,-214.00,4359,72,-203,1.1710,3840,-1650,296986150,40675110,13803
5638699,K08256.01,,FALSE POSITIVE,FALSE POSITIVE,1100,1,0,0,0,343564460000,250000,-250000,2039865000,66900,-66900,4330,280,-4330,1894000,250000,-250000,1800000,28300,-28300,1.80,280,-340,298.0,,,1.87,0.76,-0.71,8.40,1,q1_q17_dr25_tce,5770.00,78.00,-78.00,4200,176,-108,1.3260,2060,-2520,296782230,40835541,14217
5683219,K08257.01,,CANDIDATE,CANDIDATE,3470,0,0,0,0,9460941800,2720,-2720,1387888000,23900,-23900,1610,3000,-1610,488800,77100,-77100,475000,7200,-7200,0.54,100,-70,767.0,,,81.83,45.22,-26.03,7.90,1,q1_q17_dr25_tce,5485.00,163.00,-147.00,4500,117,-130,7880,1380,-1010,282965450,40922619,13413
5871116,K08258.01,,FALSE POSITIVE,FALSE POSITIVE,2720,1,0,0,0,54432903000,10100,-10100,1549178000,13700,-13700,990,3760,-990,355400,67800,-67800,3080000,59600,-59600,1.41,170,-160,404.0,,,6.29,2.52,-1.94,7.70,1,q1_q17_dr25_tce,5119.00,153.00,-153.00,4493,99,-121,8270,960,-960,290105680,41138950,15393
5956171,K08259.01,,CANDIDATE,CANDIDATE,3110,0,0,0,0,402274930000,227000,-227000,3696734000,36100,-36100,6680,610,-4790,1567000,160000,-160000,2950000,34200,-34200,1.73,520,-180,262.0,,,1.11,1.00,-0.34,11.10,1,q1_q17_dr25_tce,6299.00,170.00,-226.00,4486,54,-216,9500,2900,-970,290451900,41225510,14619
6032318,K08260.01,,FALSE POSITIVE,FALSE POSITIVE,1070,1,0,0,0,235206130000,238000,-238000,2910893000,53900,-53900,2970,1710,-2970,698900,94200,-94200,6420000,146000,-146000,1.71,240,-130,230.0,,,0.66,0.30,-0.15,6.80,1,q1_q17_dr25_tce,5205.00,140.00,-155.00,4648,28,-83,6790,970,-480,288433620,41358391,15917
9347066,K07933.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,20004714000,14700,-14700,1390639000,16500,-16500,1800,2900,-1800,295200,53400,-53400,1160000,23000,-23000,0.89,150,-70,577.0,,,26.19,13.66,-6.88,6.70,1,q1_q17_dr25_tce,5299.00,159.00,-159.00,4534,43,-119,8480,1380,-740,293704100,45892509,14437
9390228,K07934.01,,CANDIDATE,CANDIDATE,9430,0,0,0,0,22643243600,1290,-1290,1534460700,3940,-3940,1360,3930,-1360,80600,19100,-19100,5500000,99200,-99200,2.12,650,-220,624.0,,,35.77,32.26,-10.25,8.20,1,q1_q17_dr25_tce,5880.00,159.00,-177.00,4516,50,-200,8910,2740,-910,284672270,45973820,15581
9392016,K07935.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,350651580000,130000,-130000,2087904000,24100,-24100,40,4460,-40,797600,90500,-90500,2480000,34100,-34100,1.31,350,-110,243.0,,,0.83,0.65,-0.21,8.20,1,q1_q17_dr25_tce,5882.00,158.00,-158.00,4560,44,-187,8330,2230,-740,285711430,45920658,14375
9429631,K07937.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,4185872820,417,-417,1324173300,9750,-9750,780,3760,-780,199800,25500,-25500,994000,13300,-13300,0.89,210,-140,1057.0,,,295.17,210.39,-108.89,9.30,1,q1_q17_dr25_tce,5455.00,162.00,-162.00,4421,144,-192,9090,2130,-1420,300380460,45973549,14525
9469494,K07938.01,,CANDIDATE,CANDIDATE,5080,0,0,0,0,275560300000,179000,-179000,2370977000,40900,-40900,180,4290,-180,1509000,160000,-160000,894000,9300,-9300,2.33,530,-1320,437.0,,,8.60,6.29,-7.18,11.50,1,q1_q17_dr25_tce,5989.00,213.00,-192.00,3764,568,-142,2.4670,5590,-13960,293685330,46095737,11663
9518558,K07939.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2178142613,"64,7","-64,7",1320332800,2200,-2200,4680,580,-4140,90600,9660,-9660,1730000,15800,-15800,1.22,340,-110,1452.0,,,1050.06,843.82,-283.12,16.10,1,q1_q17_dr25_tce,6290.00,171.00,-190.00,4527,34,-195,8980,2450,-820,288148770,46196911,14652
9521317,K07940.01,,CANDIDATE,CANDIDATE,8960,0,0,0,0,188881049000,11600,-11600,2800682200,3280,-3280,5040,4520,-2990,149000,12400,-12400,3260000,30600,-30600,1.86,410,-190,330.0,,,2.79,1.83,-0.82,12.90,1,q1_q17_dr25_tce,6077.00,163.00,-199.00,4471,52,-157,9990,2200,-1020,289675080,46131882,12850
